"ItemNo","TurnId","Name","X_OrState","Y_OrFleet","MP","Federation","Batt1Type","Batt1EF","Batt1Size","Batt2Type","Batt2EF","Batt2Size","Batt3Type","Batt3EF","Batt3Size","Batt4Type","Batt4EF","Batt4Size","Batt5Type","Batt5EF","Batt5Size","Batt6Type","Batt6EF","Batt6Size","Batt7Type","Batt7EF","Batt7Size"
"4357","306EFeb1809","MILITIA 2       ","37","49","28","64","Mi","5","794","Mi","5","794","Mi","5","794","Mi","5","794","Mi","5","794","--","","","--","",""
"4364","306EFeb1809","MILITIA 3       ","37","49","28","64","Mi","5","794","Mi","5","794","Mi","5","794","Mi","5","794","Mi","5","794","--","","","--","",""
"4371","306EFeb1809","MILITIA 6       ","30","42","28","67","Mi","4","745","Mi","4","745","Mi","4","745","--","","","--","","","--","","","--","",""
"4383","306EFeb1809","MILITIA 7       ","30","42","28","67","Mi","4","745","Mi","4","745","Mi","4","745","--","","","Rm","4","745","--","","","--","",""
"4395","306EFeb1809","RIFLES 4        ","18","41","28","66","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797"
"4403","306EFeb1809","LIGHT           ","18","41","28","66","Li","4","800","Li","4","800","Li","4","800","Li","4","800","Li","4","800","--","","","--","",""
"4404","306EFeb1809","RIFLES 5        ","18","41","28","66","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","--","",""
"4478","306EFeb1809","MILITIA         ","37","49","28","64","Mi","5","794","Mi","5","794","Mi","5","794","Rm","5","794","Rm","5","794","--","","","--","",""
"4490","306EFeb1809","MILITIA         ","37","49","28","64","Mi","5","794","Mi","5","794","Mi","5","794","Rm","5","794","Rm","5","794","--","","","--","",""
"4502","306EFeb1809","MILITIA         ","18","41","28","61","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4513","306EFeb1809","MILITIA         ","37","49","28","64","Mi","5","794","Mi","5","794","Mi","5","794","Rm","5","794","Rm","5","794","--","","","--","",""
"4522","306EFeb1809","RIFLES          ","18","41","28","66","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","--","","","--","",""
"4528","306EFeb1809","RIFLES          ","18","41","28","66","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","--","","","--","",""
"4539","306EFeb1809","MILITIA         ","30","42","28","67","Mi","4","745","Mi","4","745","Mi","4","745","Mi","4","745","Mi","4","745","--","","","--","",""
"4552","306EFeb1809","MILITIA         ","30","42","28","67","Mi","4","745","Mi","4","745","Mi","4","745","Mi","4","745","Mi","4","745","--","","","--","",""
"4581","306EFeb1809","MILITIA         ","30","42","28","67","Mi","4","745","Mi","4","745","Mi","4","745","Rm","4","745","Rm","4","745","--","","","--","",""
"4588","306EFeb1809","MILITIA         ","18","41","28","66","Mi","5","797","Mi","5","797","Mi","5","797","Rm","7","797","Rm","7","797","--","","","--","",""
"4591","306EFeb1809","RIFLES          ","18","41","28","66","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","--","","","--","",""
"4594","306EFeb1809","RIFLES          ","18","41","28","66","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","Rm","6","797","--","","","--","",""
"4670","306EFeb1809","LIGHT           ","18","41","28","61","Li","5","797","Li","5","797","Li","5","797","Li","5","797","Li","5","797","--","","","--","",""
"4681","306EFeb1809","LIGHT           ","18","41","28","61","Li","5","797","Li","5","797","Li","5","797","Li","4","797","Li","4","797","--","","","--","",""
"4691","306EFeb1809","LIGHT           ","18","41","28","61","Li","4","797","Li","4","797","Li","4","797","Li","4","797","Li","4","797","--","","","--","",""
"4698","306EFeb1809","LIGHT           ","18","41","28","61","Li","4","797","Li","4","797","Li","4","797","Li","4","797","Li","4","797","--","","","--","",""
"4740","306EFeb1809","LIGHT           ","18","41","28","61","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4751","306EFeb1809","LIGHT           ","18","41","28","61","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4761","306EFeb1809","LIGHT           ","18","41","28","61","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4081","306EJan1808","BRIGADE 1       ","13","41","28","0","Cu","8","800","Cu","8","800","Dr","7","800","Dr","7","800","Dr","7","800","Dr","7","800","Ma","7","800"
"4082","306EJan1808","BRIGADE 2       ","13","41","28","0","Cu","8","800","Cu","8","800","Dr","7","800","Dr","7","800","Hu","7","800","Hu","7","800","Ma","7","800"
"4083","306EJan1808","BRIGADE 3       ","13","41","28","0","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","Pi","6","800","Pi","6","800"
"4084","306EJan1808","BRIGADE 4       ","13","41","28","0","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","Pi","6","800","Pi","6","800"
"4085","306EJan1808","BRIGADE 5       "," 7","34","28","0","Cu","8","800","Cu","8","800","Uh","7","800","Uh","7","800","Dr","7","800","Hu","7","800","Ma","7","800"
"4086","306EJan1808","BRIGADE 6       "," 7","34","28","0","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","La","6","800","La","6","800"
"4087","306EJan1808","BRIGADE 7       "," 7","34","28","0","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","La","6","800","La","6","800"
"4088","306EJan1808","BRIGADE 8       "," 7","34","28","0","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Ln","6","800","Pi","6","800","Pi","6","800"
"4128","306EJan1808","MARINE-BRIG 4   ","90","84","32","0","Kt","6","800","Kt","6","800","Kt","6","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800"
"4129","306EJan1808","COLONIAL-BRIG 5 ","90","84","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800"
"4130","306EJan1808","COLONIAL-BRIG 6 ","90","84","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Cc","4","800","Cc","4","800"
"4131","306EJan1808","MARINE-BRIG 1   ","26","92","32","0","Kt","6","800","Kt","6","800","Kt","6","800","Cc","4","800","Cc","4","800","Ca","4","800","Ca","4","800"
"4132","306EJan1808","COLONIAL-BRIG 1 ","26","92","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800"
"4133","306EJan1808","COLONIAL-BRIG 2 ","26","92","40","0","Mc","4","800","Mc","4","800","Mc","4","800","Mc","4","800","Mc","4","800","--","","","--","",""
"4134","306EJan1808","MARINE-BRIG 2   "," 9","84","32","0","Kt","6","800","Kt","6","800","Kt","6","800","Ca","4","800","Ca","4","800","Ca","4","800","Mc","4","800"
"4135","306EJan1808","COLONIAL-BRIG 3 "," 9","84","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Mc","4","800","Mc","4","800","Mc","4","800","Mc","4","800"
"4136","306EJan1808","COLONIAL-BRIG 4 "," 9","84","32","0","Ca","4","800","Ca","4","800","Mc","4","800","Mc","4","800","Mc","4","800","--","","","--","",""
"4161","306EJan1808","MARINE-BRIG 3   ","22","80","32","0","Kt","6","800","Kt","6","800","Ca","4","800","Ca","4","800","Ca","4","800","Mc","4","800","Mc","4","800"
"4081","306EJan1809","BRIGADE 1       ","18","41","28","61","Cu","8","797","Cu","8","797","Dr","7","797","Dr","7","797","Dr","7","797","Dr","7","797","Ma","7","797"
"4082","306EJan1809","BRIGADE 2       ","18","41","28","61","Cu","8","797","Cu","8","797","Dr","7","797","Dr","7","797","Hu","7","797","Hu","7","797","Ma","7","797"
"4083","306EJan1809","BRIGADE 3       ","18","41","28","61","GR","8","797","Ln","6","797","Ln","6","797","Ln","6","797","Li","6","797","Pi","6","797","Pi","6","797"
"4084","306EJan1809","BRIGADE 4       ","18","41","28","61","GR","8","797","Ln","6","797","Ln","6","797","Ln","6","797","Li","6","797","Pi","6","797","Pi","6","797"
"4085","306EJan1809","BRIGADE 5       "," 7","34","28","62","Cu","8","800","Cu","8","800","Uh","7","800","Uh","7","800","Dr","7","800","Hu","7","800","Ma","7","800"
"4086","306EJan1809","BRIGADE 6       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","La","6","800","La","6","800"
"4087","306EJan1809","BRIGADE 7       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","La","6","800","La","6","800"
"4088","306EJan1809","BRIGADE 8       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Ln","6","800","Pi","6","800","Pi","6","800"
"4120","306EJan1809","LIGHT           ","18","41","28","61","Li","4","797","Li","4","797","Li","4","797","Li","4","797","Li","4","797","--","","","--","",""
"4128","306EJan1809","MARINE-BRIG 4   ","81","77","32","0","Kt","6","777","Kt","6","777","Kt","6","777","Ca","4","777","Ca","4","777","Cc","4","777","Cc","4","777"
"4129","306EJan1809","COLONIAL-BRIG 5 ","83","73","32","72","Ca","4","771","Ca","4","771","Ca","4","771","Ca","4","771","Ca","4","771","Ca","4","771","Ca","4","771"
"4130","306EJan1809","COLONIAL-BRIG 6 ","83","74","32","0","Cc","4","800","Cc","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Cc","4","800","Cc","4","800"
"4131","306EJan1809","MARINE-BRIG 1   ","30","99","32","0","Kt","6","782","Kt","6","782","Kt","6","782","Cc","4","782","Cc","4","782","Ca","4","782","Ca","4","782"
"4132","306EJan1809","COLONIAL-BRIG 1 ","26","92","32","0","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800","Ca","4","800"
"4133","306EJan1809","COLONIAL-BRIG 2 ","23","97","32","0","Mc","4","766","Mc","4","766","Mc","4","766","Mc","4","766","Mc","4","766","Kt","4","788","Kt","4","788"
"4134","306EJan1809","MARINE-BRIG 2   ","E ","21","32","0","Kt","6","784","Kt","6","784","Kt","6","784","Ca","4","784","Ca","4","784","Ca","4","784","Mc","4","784"
"4135","306EJan1809","COLONIAL-BRIG 3 "," 5","81","40","71","Mc","4","762","Mc","4","762","Mc","4","762","Mc","4","762","Mc","4","762","Mc","4","762","Mc","4","762"
"4136","306EJan1809","COLONIAL-BRIG 4 "," 5","84","32","0","Ca","4","790","Ca","4","790","Ca","4","790","Ca","4","790","Ca","4","790","--","","","--","",""
"4161","306EJan1809","MARINE-BRIG 3   ","14","88","32","0","Kt","6","781","Kt","6","781","Ca","4","781","Ca","4","781","Ca","4","781","Mc","4","781","Mc","4","781"
"4215","306EJan1809","COLONIALS 1     ","27","98","28","0","Kt","4","784","Kt","4","784","--","","","--","","","Mi","3","784","--","","","--","",""
"4229","306EJan1809","CORE 1          ","18","41","28","61","GR","5","797","GR","5","797","GR","5","797","Ln","5","797","Ln","5","797","Ln","5","797","Ln","5","797"
"4242","306EJan1809","CORE 2          ","18","41","28","61","GR","5","797","GR","5","797","GR","5","797","Ln","5","797","Ln","5","797","Ln","5","797","Ln","5","797"
"4256","306EJan1809","CORE 3          ","18","41","28","61","GR","5","797","GR","5","797","GR","5","797","Ln","5","797","Ln","5","797","--","","","--","",""
"4268","306EJan1809","LIGHT           ","18","41","28","66","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4270","306EJan1809","MILITIA 1       ","36","48","28","0","Mi","5","797","Mi","5","797","Mi","5","797","Ln","5","797","Ln","5","797","--","","","--","",""
"4282","306EJan1809","MILITIA 2       ","36","48","28","0","Mi","5","797","Mi","5","797","Mi","5","797","Ln","5","797","Ln","5","797","--","","","--","",""
"4293","306EJan1809","MILITIA 3       ","29","43","28","67","Mi","4","748","Mi","4","748","Mi","4","748","--","","","--","","","--","","","--","",""
"4304","306EJan1809","MILITIA 4       ","48","62","28","63","Mi","3","770","Mi","3","770","Mi","3","770","--","","","--","","","--","","","--","",""
"4312","306EJan1809","RIFLES 1        ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4322","306EJan1809","RIFLES 2        ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4332","306EJan1809","RIFLES 3        ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4341","306EJan1809","LINE 1          ","18","41","28","66","Ln","5","797","Ln","5","797","Ln","5","797","Ln","5","797","Ln","5","797","--","","","--","",""
"4350","306EJan1809","MILITIA 1       ","29","43","28","67","Mi","4","748","Mi","4","748","Mi","4","748","Mi","4","748","Mi","4","748","--","","","--","",""
"4357","306EJan1809","MILITIA 2       ","36","48","28","0","Mi","5","797","Mi","5","797","Mi","5","797","Mi","5","797","Mi","5","797","--","","","--","",""
"4364","306EJan1809","MILITIA 3       ","36","48","28","0","Mi","5","797","Mi","5","797","Mi","5","797","Mi","5","797","Mi","5","797","--","","","--","",""
"4371","306EJan1809","MILITIA 6       ","29","43","28","67","Mi","4","748","Mi","4","748","Mi","4","748","--","","","--","","","--","","","--","",""
"4383","306EJan1809","MILITIA 7       ","29","43","28","67","Mi","4","748","Mi","4","748","Mi","4","748","--","","","Rm","4","748","--","","","--","",""
"4395","306EJan1809","RIFLES 4        ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797"
"4403","306EJan1809","LIGHT           ","18","41","28","66","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4404","306EJan1809","RIFLES 5        ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","--","",""
"4478","306EJan1809","MILITIA         ","36","48","28","0","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4490","306EJan1809","MILITIA         ","36","48","28","0","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4502","306EJan1809","MILITIA         ","18","41","28","65","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4513","306EJan1809","MILITIA         ","36","48","28","0","Mi","5","797","Mi","5","797","Mi","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4522","306EJan1809","RIFLES          ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4528","306EJan1809","RIFLES          ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4539","306EJan1809","MILITIA         ","29","43","28","67","Mi","4","748","Mi","4","748","Mi","4","748","Mi","4","748","Mi","4","748","--","","","--","",""
"4552","306EJan1809","MILITIA         ","29","43","28","67","Mi","4","748","Mi","4","748","Mi","4","748","Mi","4","748","Mi","4","748","--","","","--","",""
"4581","306EJan1809","MILITIA         ","29","43","28","67","Mi","4","748","Mi","4","748","Mi","4","748","Rm","4","748","Rm","4","748","--","","","--","",""
"4588","306EJan1809","MILITIA         ","18","41","28","66","Mi","5","797","Mi","5","797","Mi","5","797","Rm","6","797","Rm","6","797","--","","","--","",""
"4591","306EJan1809","RIFLES          ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4594","306EJan1809","RIFLES          ","18","41","28","66","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","Rm","5","797","--","","","--","",""
"4670","306EJan1809","LIGHT           ","18","41","28","61","Li","4","797","Li","4","797","Li","4","797","Li","4","797","Li","4","797","--","","","--","",""
"4681","306EJan1809","LIGHT           ","18","41","28","61","Li","4","797","Li","4","797","Li","4","797","Li","4","797","Li","4","797","--","","","--","",""
"4691","306EJan1809","LIGHT           ","18","41","28","61","Li","4","797","Li","4","797","Li","4","797","Li","4","797","Li","4","797","--","","","--","",""
"4698","306EJan1809","LIGHT           ","18","41","28","61","Li","4","797","Li","4","797","Li","4","797","Li","4","797","Li","4","797","--","","","--","",""
"4740","306EJan1809","LIGHT           ","18","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4751","306EJan1809","LIGHT           ","18","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4761","306EJan1809","LIGHT           ","18","41","28","0","Li","3","800","Li","3","800","Li","3","800","Li","3","800","Li","3","800","--","","","--","",""
"4081","306EJul1808","BRIGADE 1       ","13","41","28","61","Cu","8","800","Cu","8","800","Dr","7","800","Dr","7","800","Dr","7","800","Dr","7","800","Ma","7","800"
"4082","306EJul1808","BRIGADE 2       ","13","41","28","61","Cu","8","800","Cu","8","800","Dr","7","800","Dr","7","800","Hu","7","800","Hu","7","800","Ma","7","800"
"4083","306EJul1808","BRIGADE 3       ","13","41","28","61","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","Pi","6","800","Pi","6","800"
"4084","306EJul1808","BRIGADE 4       ","13","41","28","61","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","Pi","6","800","Pi","6","800"
"4085","306EJul1808","BRIGADE 5       "," 7","34","28","62","Cu","8","800","Cu","8","800","Uh","7","800","Uh","7","800","Dr","7","800","Hu","7","800","Ma","7","800"
"4086","306EJul1808","BRIGADE 6       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","La","6","800","La","6","800"
"4087","306EJul1808","BRIGADE 7       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Li","6","800","La","6","800","La","6","800"
"4088","306EJul1808","BRIGADE 8       "," 7","34","28","62","GR","8","800","Ln","6","800","Ln","6","800","Ln","6","800","Ln","6","800","Pi","6","800","Pi","6","800"
"4128","306EJul1808","MARINE-BRIG 4   ","80","75","32","0","Kt","6","784","Kt","6","784","Kt","6","784","Ca","4","784","Ca","4","784","Cc","4","784","Cc","4","784"
"4129","306EJul1808","COLONIAL-BRIG 5 ","81","72","32","72","Ca","4","790","Ca","4","790","Ca","4","790","Ca","4","790","Ca","4","790","Ca","4","790","Ca","4","790"
"4130","306EJul1808","COLONIAL-BRIG 6 ","90","84","32","0","Cc","4","800","Cc","4","800","Ca","4","800","Cc","4","800","Cc","4","800","Cc","4","800","Cc","4","800"
